caseid,age,feelings_life,own_rent,hh_type,hh_size,self_rated_health,self_rated_mental_health,lives_with_partner,children_in_household
4919,69.8,10,"Owned by you or a member of this household, even if it i...",Single detached house,2,Very good,Good,No,No child
4920,80,5,"Owned by you or a member of this household, even if it i...",Single detached house,1,Excellent,Excellent,No,No child
4921,60.6,10,"Rented, even if no cash rent is paid",Low-rise apartment (less than 5 stories),4,Excellent,Excellent,No,No child
4922,64.5,10,"Owned by you or a member of this household, even if it i...",Other,1,Excellent,Excellent,No,No child
4923,49,8,"Rented, even if no cash rent is paid",Low-rise apartment (less than 5 stories),1,Very good,Very good,No,No child
4924,70,9,"Owned by you or a member of this household, even if it i...",Single detached house,1,Poor,Good,No,No child
4925,55.3,9,"Rented, even if no cash rent is paid",High-rise apartment (5 or more stories),1,Very good,Excellent,No,No child
4926,34.8,10,"Owned by you or a member of this household, even if it i...",Single detached house,4,Excellent,Excellent,No,Two children
4927,45.4,9,"Owned by you or a member of this household, even if it i...",Single detached house,4,Very good,Very good,No,Two children
4928,61.7,9,"Owned by you or a member of this household, even if it i...",Single detached house,3,Very good,Excellent,No,No child
4929,33.2,10,"Owned by you or a member of this household, even if it i...",Other,2,Very good,Good,No,No child
4930,36.8,7,"Owned by you or a member of this household, even if it i...",Single detached house,4,Very good,Very good,No,Two children
4931,29.8,8,"Rented, even if no cash rent is paid",Low-rise apartment (less than 5 stories),1,Very good,Fair,No,No child
4932,65.1,10,"Rented, even if no cash rent is paid",Low-rise apartment (less than 5 stories),1,Fair,Good,No,No child
4933,65.4,5,"Owned by you or a member of this household, even if it i...",Single detached house,2,Fair,Good,No,No child
4934,47.3,8,"Owned by you or a member of this household, even if it i...",Single detached house,4,Excellent,Excellent,Yes,One child
4935,68.1,8,"Owned by you or a member of this household, even if it i...",Single detached house,2,Very good,Good,No,No child
4936,28.2,10,"Rented, even if no cash rent is paid",Low-rise apartment (less than 5 stories),2,Very good,Very good,No,No child
4937,67.2,7,"Owned by you or a member of this household, even if it i...",Other,1,Good,Very good,No,No child
4938,79.9,8,"Rented, even if no cash rent is paid",High-rise apartment (5 or more stories),1,Very good,Excellent,No,No child
4939,52.8,8,"Owned by you or a member of this household, even if it i...",Single detached house,3,Good,Good,No,No child
4940,57.2,10,"Owned by you or a member of this household, even if it i...",Other,1,Good,Good,No,No child
4941,80,10,"Owned by you or a member of this household, even if it i...",Single detached house,1,Very good,Very good,No,No child
4942,30.3,7,"Rented, even if no cash rent is paid",Other,3,Very good,Good,No,No child
4943,71.3,6,"Rented, even if no cash rent is paid",Low-rise apartment (less than 5 stories),1,Fair,Fair,No,No child
4944,34,10,"Owned by you or a member of this household, even if it i...",Single detached house,3,Very good,Very good,No,One child
4945,34,9,"Owned by you or a member of this household, even if it i...",Single detached house,6,Excellent,Excellent,No,Three or more children
4946,38,8,"Rented, even if no cash rent is paid",High-rise apartment (5 or more stories),1,Fair,Fair,No,No child
4947,37.4,8,"Owned by you or a member of this household, even if it i...",Single detached house,5,Excellent,Good,No,Three or more children
4948,39.8,8,"Owned by you or a member of this household, even if it i...",Other,5,Very good,Very good,No,Two children
4949,53.9,10,"Owned by you or a member of this household, even if it i...",Single detached house,2,Good,Good,No,No child
4950,29.3,6,"NA",Single detached house,3,Good,Good,No,No child
4951,27,9,"Rented, even if no cash rent is paid",High-rise apartment (5 or more stories),1,Very good,Very good,No,No child
4952,32.5,9,"Owned by you or a member of this household, even if it i...",Single detached house,6,Good,Good,Yes,Three or more children
4953,78.3,5,"Owned by you or a member of this household, even if it i...",Low-rise apartment (less than 5 stories),4,Fair,Fair,No,No child
4954,37.5,3,"Rented, even if no cash rent is paid",Other,4,Good,Very good,No,Two children
4955,60.6,8,"Owned by you or a member of this household, even if it i...",Single detached house,2,Fair,Good,No,No child
4956,28.3,9,"Rented, even if no cash rent is paid",High-rise apartment (5 or more stories),2,Excellent,Very good,Yes,No child
4957,69.1,NA,"Owned by you or a member of this household, even if it i...",Low-rise apartment (less than 5 stories),2,Fair,Good,No,No child
4958,50.9,8,"Owned by you or a member of this household, even if it i...",Single detached house,1,Excellent,Very good,No,No child
4959,36.4,6,"Owned by you or a member of this household, even if it i...",Single detached house,3,Excellent,Excellent,Yes,No child
4960,60,8,"Owned by you or a member of this household, even if it i...",Single detached house,3,Excellent,Excellent,No,No child
4961,70.1,6,"Rented, even if no cash rent is paid",Low-rise apartment (less than 5 stories),2,Fair,Good,No,No child
4962,39.8,10,"Owned by you or a member of this household, even if it i...",Single detached house,5,Very good,Very good,No,Three or more children
4963,27.6,8,"Rented, even if no cash rent is paid",Low-rise apartment (less than 5 stories),1,Good,Very good,No,No child
4964,48.2,7,"Owned by you or a member of this household, even if it i...",Single detached house,1,Good,Good,No,No child
4965,46.5,8,"Rented, even if no cash rent is paid",Low-rise apartment (less than 5 stories),2,Good,Good,No,One child
4966,64.8,8,"Rented, even if no cash rent is paid",Low-rise apartment (less than 5 stories),1,Good,Very good,No,No child
4967,16.6,7,"Owned by you or a member of this household, even if it i...",Single detached house,3,Good,Very good,No,No child
4968,59.9,9,"Owned by you or a member of this household, even if it i...",Single detached house,2,Very good,Good,No,No child
4969,47.4,9,"Owned by you or a member of this household, even if it i...",Single detached house,3,Very good,Very good,No,One child
4970,52.8,10,"Owned by you or a member of this household, even if it i...",Single detached house,2,Excellent,Excellent,No,No child
4971,64.1,9,"Owned by you or a member of this household, even if it i...",Single detached house,2,Very good,Excellent,No,No child
4972,42.9,10,"Owned by you or a member of this household, even if it i...",Single detached house,4,Excellent,Excellent,No,Two children
4973,78.6,7,"Rented, even if no cash rent is paid",Low-rise apartment (less than 5 stories),2,Very good,Very good,No,No child
4974,71.4,5,"Rented, even if no cash rent is paid",High-rise apartment (5 or more stories),1,Poor,Very good,No,No child
4975,23.3,8,"Rented, even if no cash rent is paid",Low-rise apartment (less than 5 stories),2,Excellent,Good,Yes,No child
4976,58.5,10,"Owned by you or a member of this household, even if it i...",Single detached house,3,Very good,Excellent,No,No child
4977,78.8,8,"Owned by you or a member of this household, even if it i...",Other,2,Good,Very good,No,No child
4978,40.3,9,"Owned by you or a member of this household, even if it i...",Single detached house,4,Excellent,Excellent,No,Two children
4979,19.4,8,"Owned by you or a member of this household, even if it i...",Single detached house,5,Fair,Good,No,No child
4980,59.7,8,"Rented, even if no cash rent is paid",High-rise apartment (5 or more stories),1,Very good,Very good,No,No child
4981,63.2,7,"Owned by you or a member of this household, even if it i...",Single detached house,3,Excellent,Excellent,No,One child
4982,41.1,8,"Owned by you or a member of this household, even if it i...",Single detached house,4,Good,Very good,No,Two children
4983,16.8,10,"Owned by you or a member of this household, even if it i...",Single detached house,4,Very good,Good,No,No child
4984,78.5,10,"Owned by you or a member of this household, even if it i...",Other,2,Good,Very good,No,No child
4985,71.3,7,"Rented, even if no cash rent is paid",Low-rise apartment (less than 5 stories),2,Very good,Fair,No,No child
4986,37.3,8,"Owned by you or a member of this household, even if it i...",Single detached house,2,Very good,Very good,No,No child
4987,52.6,9,"Owned by you or a member of this household, even if it i...",Single detached house,4,Excellent,Excellent,No,No child
4988,70,8,"Rented, even if no cash rent is paid",Other,1,Good,Very good,No,No child
4989,38.8,8,"Owned by you or a member of this household, even if it i...",Single detached house,1,Excellent,Excellent,No,No child
4990,68.5,9,"Owned by you or a member of this household, even if it i...",Single detached house,2,Very good,Good,No,No child
4991,80,10,"Owned by you or a member of this household, even if it i...",Other,1,Very good,Very good,No,No child
4992,39.3,7,"Owned by you or a member of this household, even if it i...",Other,1,Very good,Very good,No,No child
4993,33.5,10,"Owned by you or a member of this household, even if it i...",Single detached house,4,Excellent,Excellent,No,Two children
4994,79.3,8,"Owned by you or a member of this household, even if it i...",Single detached house,1,Good,Very good,No,No child
4995,29.2,10,"Rented, even if no cash rent is paid",High-rise apartment (5 or more stories),1,Excellent,Excellent,No,No child
4996,36.1,8,"Owned by you or a member of this household, even if it i...",Other,1,Good,Very good,No,No child
4997,52.1,8,"Owned by you or a member of this household, even if it i...",Other,4,Good,Good,No,No child
4998,26.5,8,"Owned by you or a member of this household, even if it i...",Single detached house,3,Excellent,Excellent,No,No child
4999,80,9,"Owned by you or a member of this household, even if it i...",Low-rise apartment (less than 5 stories),2,Very good,Very good,No,No child
5000,24,7,"Owned by you or a member of this household, even if it i...",Single detached house,3,Good,Good,No,No child
5001,54.3,7,"Owned by you or a member of this household, even if it i...",Single detached house,5,Very good,Very good,No,Two children
5002,38.1,7,"Owned by you or a member of this household, even if it i...",Single detached house,4,Very good,Excellent,No,One child
5003,53.3,8,"Owned by you or a member of this household, even if it i...",Other,5,Good,Good,No,No child
5004,62.7,9,"Owned by you or a member of this household, even if it i...",Single detached house,2,Very good,Very good,No,No child
5005,36.3,8,"Owned by you or a member of this household, even if it i...",Single detached house,4,Very good,Very good,No,Two children
